episode_id,failure_mode,service,elapsed_s,timestamp,log_level,exception_type,log_message
ep_00000_NONE,NONE,auth-service,98,1700327383,INFO,,OK cpu=33% p99=137ms err=0.25%
ep_00000_NONE,NONE,auth-service,100,1700327385,INFO,,OK cpu=25% p99=134ms err=0.10%
ep_00000_NONE,NONE,auth-service,102,1700327387,INFO,,OK cpu=32% p99=100ms err=0.88%
ep_00000_NONE,NONE,auth-service,104,1700327389,INFO,,OK cpu=26% p99=96ms err=2.09%
ep_00000_NONE,NONE,auth-service,106,1700327391,INFO,,OK cpu=41% p99=115ms err=0.36%
ep_00000_NONE,NONE,auth-service,108,1700327393,INFO,,OK cpu=45% p99=110ms err=0.36%
ep_00000_NONE,NONE,auth-service,110,1700327395,INFO,,OK cpu=31% p99=108ms err=1.09%
ep_00000_NONE,NONE,auth-service,112,1700327397,INFO,,OK cpu=37% p99=119ms err=0.24%
ep_00000_NONE,NONE,auth-service,114,1700327399,INFO,,OK cpu=32% p99=126ms err=0.73%
ep_00000_NONE,NONE,auth-service,116,1700327401,INFO,,OK cpu=39% p99=124ms err=0.46%
ep_00000_NONE,NONE,auth-service,118,1700327403,INFO,,OK cpu=47% p99=124ms err=1.07%
ep_00000_NONE,NONE,auth-service,120,1700327405,INFO,,OK cpu=41% p99=111ms err=0.34%
ep_00000_NONE,NONE,auth-service,122,1700327407,INFO,,OK cpu=40% p99=129ms err=1.33%
ep_00000_NONE,NONE,auth-service,124,1700327409,INFO,,OK cpu=33% p99=134ms err=0.52%
ep_00000_NONE,NONE,auth-service,126,1700327411,INFO,,OK cpu=36% p99=112ms err=1.76%
ep_00000_NONE,NONE,auth-service,128,1700327413,INFO,,OK cpu=36% p99=121ms err=1.06%
ep_00000_NONE,NONE,auth-service,130,1700327415,INFO,,OK cpu=43% p99=119ms err=0.28%
ep_00000_NONE,NONE,auth-service,132,1700327417,INFO,,OK cpu=32% p99=130ms err=0.77%
ep_00000_NONE,NONE,auth-service,134,1700327419,INFO,,OK cpu=38% p99=143ms err=0.78%
ep_00000_NONE,NONE,auth-service,136,1700327421,INFO,,OK cpu=33% p99=121ms err=0.58%
ep_00000_NONE,NONE,auth-service,138,1700327423,INFO,,OK cpu=36% p99=109ms err=3.69%
ep_00000_NONE,NONE,auth-service,140,1700327425,INFO,,OK cpu=44% p99=136ms err=1.77%
ep_00000_NONE,NONE,auth-service,142,1700327427,INFO,,OK cpu=42% p99=145ms err=0.35%
ep_00000_NONE,NONE,auth-service,144,1700327429,INFO,,OK cpu=31% p99=136ms err=2.07%
ep_00000_NONE,NONE,auth-service,146,1700327431,INFO,,OK cpu=41% p99=130ms err=1.36%
ep_00000_NONE,NONE,auth-service,148,1700327433,INFO,,OK cpu=32% p99=127ms err=1.05%
ep_00000_NONE,NONE,auth-service,150,1700327435,INFO,,OK cpu=36% p99=125ms err=0.81%
ep_00000_NONE,NONE,auth-service,152,1700327437,INFO,,OK cpu=42% p99=93ms err=1.88%
ep_00000_NONE,NONE,auth-service,154,1700327439,INFO,,OK cpu=30% p99=136ms err=0.90%
ep_00000_NONE,NONE,auth-service,156,1700327441,INFO,,OK cpu=33% p99=98ms err=1.58%
ep_00000_NONE,NONE,auth-service,158,1700327443,INFO,,OK cpu=32% p99=141ms err=0.90%
ep_00000_NONE,NONE,auth-service,160,1700327445,INFO,,OK cpu=39% p99=128ms err=0.64%
ep_00000_NONE,NONE,auth-service,162,1700327447,INFO,,OK cpu=36% p99=133ms err=1.05%
ep_00000_NONE,NONE,auth-service,164,1700327449,INFO,,OK cpu=30% p99=149ms err=0.86%
ep_00000_NONE,NONE,auth-service,166,1700327451,INFO,,OK cpu=42% p99=156ms err=0.37%
ep_00000_NONE,NONE,auth-service,168,1700327453,INFO,,OK cpu=37% p99=131ms err=0.41%
ep_00000_NONE,NONE,auth-service,170,1700327455,INFO,,OK cpu=36% p99=120ms err=1.22%
ep_00000_NONE,NONE,auth-service,172,1700327457,INFO,,OK cpu=42% p99=105ms err=1.45%
ep_00000_NONE,NONE,auth-service,174,1700327459,INFO,,OK cpu=35% p99=139ms err=1.25%
ep_00000_NONE,NONE,auth-service,176,1700327461,INFO,,OK cpu=31% p99=136ms err=1.54%
ep_00000_NONE,NONE,auth-service,178,1700327463,INFO,,OK cpu=33% p99=112ms err=0.86%
ep_00000_NONE,NONE,auth-service,180,1700327465,INFO,,OK cpu=36% p99=107ms err=1.41%
ep_00000_NONE,NONE,auth-service,182,1700327467,INFO,,OK cpu=24% p99=132ms err=1.84%
ep_00000_NONE,NONE,auth-service,184,1700327469,INFO,,OK cpu=34% p99=118ms err=2.01%
ep_00000_NONE,NONE,auth-service,186,1700327471,INFO,,OK cpu=37% p99=79ms err=2.07%
ep_00000_NONE,NONE,auth-service,188,1700327473,INFO,,OK cpu=37% p99=112ms err=0.15%
ep_00000_NONE,NONE,auth-service,190,1700327475,INFO,,OK cpu=35% p99=162ms err=0.97%
ep_00000_NONE,NONE,auth-service,192,1700327477,INFO,,OK cpu=31% p99=132ms err=0.24%
ep_00000_NONE,NONE,auth-service,194,1700327479,INFO,,OK cpu=35% p99=129ms err=2.17%
ep_00000_NONE,NONE,auth-service,196,1700327481,INFO,,OK cpu=43% p99=127ms err=1.50%
ep_00000_NONE,NONE,auth-service,198,1700327483,INFO,,OK cpu=43% p99=133ms err=1.45%
ep_00000_NONE,NONE,auth-service,200,1700327485,INFO,,OK cpu=40% p99=121ms err=0.15%
ep_00000_NONE,NONE,auth-service,202,1700327487,INFO,,OK cpu=42% p99=145ms err=0.54%
ep_00000_NONE,NONE,auth-service,204,1700327489,INFO,,OK cpu=25% p99=129ms err=0.85%
ep_00000_NONE,NONE,auth-service,206,1700327491,INFO,,OK cpu=34% p99=118ms err=0.40%
ep_00000_NONE,NONE,auth-service,208,1700327493,INFO,,OK cpu=38% p99=133ms err=2.06%
ep_00000_NONE,NONE,auth-service,210,1700327495,INFO,,OK cpu=30% p99=115ms err=2.64%
ep_00000_NONE,NONE,auth-service,212,1700327497,INFO,,OK cpu=35% p99=134ms err=0.81%
ep_00000_NONE,NONE,auth-service,214,1700327499,INFO,,OK cpu=31% p99=92ms err=0.82%
ep_00000_NONE,NONE,auth-service,216,1700327501,INFO,,OK cpu=30% p99=102ms err=0.05%
ep_00000_NONE,NONE,auth-service,218,1700327503,INFO,,OK cpu=28% p99=131ms err=1.73%
ep_00000_NONE,NONE,auth-service,220,1700327505,INFO,,OK cpu=42% p99=108ms err=0.35%
ep_00000_NONE,NONE,auth-service,222,1700327507,INFO,,OK cpu=34% p99=133ms err=3.28%
ep_00000_NONE,NONE,auth-service,224,1700327509,INFO,,OK cpu=38% p99=153ms err=0.46%
ep_00000_NONE,NONE,auth-service,226,1700327511,INFO,,OK cpu=34% p99=81ms err=0.56%
ep_00000_NONE,NONE,auth-service,228,1700327513,INFO,,OK cpu=41% p99=128ms err=1.29%
ep_00000_NONE,NONE,auth-service,230,1700327515,INFO,,OK cpu=34% p99=92ms err=3.22%
ep_00000_NONE,NONE,auth-service,232,1700327517,INFO,,OK cpu=37% p99=138ms err=0.21%
ep_00000_NONE,NONE,auth-service,234,1700327519,INFO,,OK cpu=35% p99=146ms err=1.89%
ep_00000_NONE,NONE,auth-service,236,1700327521,INFO,,OK cpu=38% p99=113ms err=1.51%
ep_00000_NONE,NONE,auth-service,238,1700327523,INFO,,OK cpu=33% p99=118ms err=0.62%
ep_00001_NONE,NONE,auth-service,0,1700306796,INFO,,OK cpu=50% p99=122ms err=0.56%
ep_00001_NONE,NONE,auth-service,2,1700306798,INFO,,OK cpu=33% p99=114ms err=0.07%
ep_00001_NONE,NONE,auth-service,4,1700306800,INFO,,OK cpu=36% p99=101ms err=0.51%
ep_00001_NONE,NONE,auth-service,6,1700306802,INFO,,OK cpu=35% p99=149ms err=0.66%
ep_00001_NONE,NONE,auth-service,8,1700306804,INFO,,OK cpu=38% p99=108ms err=0.41%
ep_00001_NONE,NONE,auth-service,10,1700306806,INFO,,OK cpu=39% p99=116ms err=1.93%
ep_00001_NONE,NONE,auth-service,12,1700306808,INFO,,OK cpu=38% p99=105ms err=0.87%
ep_00001_NONE,NONE,auth-service,14,1700306810,INFO,,OK cpu=43% p99=125ms err=1.35%
ep_00001_NONE,NONE,auth-service,16,1700306812,INFO,,OK cpu=29% p99=114ms err=0.65%
ep_00001_NONE,NONE,auth-service,18,1700306814,INFO,,OK cpu=31% p99=135ms err=0.58%
ep_00001_NONE,NONE,auth-service,20,1700306816,INFO,,OK cpu=32% p99=101ms err=0.66%
ep_00001_NONE,NONE,auth-service,22,1700306818,INFO,,OK cpu=33% p99=106ms err=0.58%
ep_00001_NONE,NONE,auth-service,24,1700306820,INFO,,OK cpu=38% p99=123ms err=0.34%
ep_00001_NONE,NONE,auth-service,26,1700306822,INFO,,OK cpu=19% p99=107ms err=1.55%
ep_00001_NONE,NONE,auth-service,28,1700306824,INFO,,OK cpu=32% p99=92ms err=0.44%
ep_00001_NONE,NONE,auth-service,30,1700306826,INFO,,OK cpu=38% p99=107ms err=3.35%
ep_00001_NONE,NONE,auth-service,32,1700306828,INFO,,OK cpu=41% p99=121ms err=0.88%
ep_00001_NONE,NONE,auth-service,34,1700306830,INFO,,OK cpu=36% p99=126ms err=0.69%
ep_00001_NONE,NONE,auth-service,36,1700306832,INFO,,OK cpu=28% p99=128ms err=0.45%
ep_00001_NONE,NONE,auth-service,38,1700306834,INFO,,OK cpu=31% p99=99ms err=0.86%
ep_00001_NONE,NONE,auth-service,40,1700306836,INFO,,OK cpu=37% p99=134ms err=0.81%
ep_00001_NONE,NONE,auth-service,42,1700306838,INFO,,OK cpu=32% p99=140ms err=0.39%
ep_00001_NONE,NONE,auth-service,44,1700306840,INFO,,OK cpu=39% p99=123ms err=0.67%
ep_00001_NONE,NONE,auth-service,46,1700306842,INFO,,OK cpu=35% p99=110ms err=0.50%
ep_00001_NONE,NONE,auth-service,48,1700306844,INFO,,OK cpu=38% p99=122ms err=0.97%
ep_00001_NONE,NONE,auth-service,50,1700306846,INFO,,OK cpu=37% p99=115ms err=0.15%
ep_00001_NONE,NONE,auth-service,52,1700306848,INFO,,OK cpu=38% p99=105ms err=0.18%
ep_00001_NONE,NONE,auth-service,54,1700306850,INFO,,OK cpu=42% p99=126ms err=0.38%
ep_00001_NONE,NONE,auth-service,56,1700306852,INFO,,OK cpu=37% p99=137ms err=1.42%
ep_00001_NONE,NONE,auth-service,58,1700306854,INFO,,OK cpu=35% p99=120ms err=2.11%
ep_00001_NONE,NONE,auth-service,60,1700306856,INFO,,OK cpu=41% p99=128ms err=1.83%
ep_00001_NONE,NONE,auth-service,62,1700306858,INFO,,OK cpu=35% p99=137ms err=0.15%
ep_00001_NONE,NONE,auth-service,64,1700306860,INFO,,OK cpu=30% p99=105ms err=0.49%
ep_00001_NONE,NONE,auth-service,66,1700306862,INFO,,OK cpu=33% p99=132ms err=1.43%
ep_00001_NONE,NONE,auth-service,68,1700306864,INFO,,OK cpu=30% p99=111ms err=0.91%
ep_00001_NONE,NONE,auth-service,70,1700306866,INFO,,OK cpu=32% p99=117ms err=0.82%
ep_00001_NONE,NONE,auth-service,72,1700306868,INFO,,OK cpu=37% p99=95ms err=2.61%
ep_00001_NONE,NONE,auth-service,74,1700306870,INFO,,OK cpu=35% p99=116ms err=1.62%
ep_00001_NONE,NONE,auth-service,76,1700306872,INFO,,OK cpu=42% p99=114ms err=0.11%
ep_00001_NONE,NONE,auth-service,78,1700306874,INFO,,OK cpu=24% p99=115ms err=1.32%
ep_00001_NONE,NONE,auth-service,80,1700306876,INFO,,OK cpu=36% p99=122ms err=1.18%
ep_00001_NONE,NONE,auth-service,82,1700306878,INFO,,OK cpu=41% p99=118ms err=0.33%
ep_00001_NONE,NONE,auth-service,84,1700306880,INFO,,OK cpu=32% p99=142ms err=1.55%
ep_00001_NONE,NONE,auth-service,86,1700306882,INFO,,OK cpu=41% p99=137ms err=0.63%
ep_00001_NONE,NONE,auth-service,88,1700306884,INFO,,OK cpu=31% p99=123ms err=0.73%
ep_00001_NONE,NONE,auth-service,90,1700306886,INFO,,OK cpu=39% p99=86ms err=0.13%
ep_00001_NONE,NONE,auth-service,92,1700306888,INFO,,OK cpu=42% p99=129ms err=0.58%
ep_00001_NONE,NONE,auth-service,94,1700306890,INFO,,OK cpu=40% p99=119ms err=0.82%
ep_00001_NONE,NONE,auth-service,96,1700306892,INFO,,OK cpu=33% p99=130ms err=0.30%
ep_00001_NONE,NONE,auth-service,98,1700306894,INFO,,OK cpu=44% p99=115ms err=1.09%
ep_00001_NONE,NONE,auth-service,100,1700306896,INFO,,OK cpu=34% p99=127ms err=1.14%
ep_00001_NONE,NONE,auth-service,102,1700306898,INFO,,OK cpu=30% p99=121ms err=2.24%
ep_00001_NONE,NONE,auth-service,104,1700306900,INFO,,OK cpu=34% p99=128ms err=0.34%
ep_00001_NONE,NONE,auth-service,106,1700306902,INFO,,OK cpu=35% p99=118ms err=0.79%
ep_00001_NONE,NONE,auth-service,108,1700306904,INFO,,OK cpu=29% p99=117ms err=4.73%
ep_00001_NONE,NONE,auth-service,110,1700306906,INFO,,OK cpu=34% p99=94ms err=1.25%
ep_00001_NONE,NONE,auth-service,112,1700306908,INFO,,OK cpu=35% p99=108ms err=1.88%
ep_00001_NONE,NONE,auth-service,114,1700306910,INFO,,OK cpu=37% p99=131ms err=1.09%
ep_00001_NONE,NONE,auth-service,116,1700306912,INFO,,OK cpu=30% p99=140ms err=2.71%
ep_00001_NONE,NONE,auth-service,118,1700306914,INFO,,OK cpu=35% p99=125ms err=1.12%
ep_00001_NONE,NONE,auth-service,120,1700306916,INFO,,OK cpu=44% p99=120ms err=0.45%
ep_00001_NONE,NONE,auth-service,122,1700306918,INFO,,OK cpu=40% p99=134ms err=1.98%
ep_00001_NONE,NONE,auth-service,124,1700306920,INFO,,OK cpu=34% p99=94ms err=0.55%
ep_00001_NONE,NONE,auth-service,126,1700306922,INFO,,OK cpu=39% p99=116ms err=0.32%
ep_00001_NONE,NONE,auth-service,128,1700306924,INFO,,OK cpu=34% p99=115ms err=0.24%
ep_00001_NONE,NONE,auth-service,130,1700306926,INFO,,OK cpu=33% p99=117ms err=0.25%
ep_00001_NONE,NONE,auth-service,132,1700306928,INFO,,OK cpu=44% p99=120ms err=0.57%
ep_00001_NONE,NONE,auth-service,134,1700306930,INFO,,OK cpu=44% p99=142ms err=2.20%
ep_00001_NONE,NONE,auth-service,136,1700306932,INFO,,OK cpu=38% p99=102ms err=0.47%
ep_00001_NONE,NONE,auth-service,138,1700306934,INFO,,OK cpu=33% p99=104ms err=0.87%
ep_00001_NONE,NONE,auth-service,140,1700306936,INFO,,OK cpu=38% p99=148ms err=0.25%
ep_00001_NONE,NONE,auth-service,142,1700306938,INFO,,OK cpu=34% p99=122ms err=0.31%
ep_00001_NONE,NONE,auth-service,144,1700306940,INFO,,OK cpu=34% p99=141ms err=0.72%
ep_00001_NONE,NONE,auth-service,146,1700306942,INFO,,OK cpu=38% p99=146ms err=1.14%
ep_00001_NONE,NONE,auth-service,148,1700306944,INFO,,OK cpu=34% p99=115ms err=0.98%
ep_00001_NONE,NONE,auth-service,150,1700306946,INFO,,OK cpu=41% p99=117ms err=0.92%
ep_00001_NONE,NONE,auth-service,152,1700306948,INFO,,OK cpu=32% p99=127ms err=1.05%
ep_00001_NONE,NONE,auth-service,154,1700306950,INFO,,OK cpu=38% p99=126ms err=1.36%
ep_00001_NONE,NONE,auth-service,156,1700306952,INFO,,OK cpu=32% p99=133ms err=1.61%
ep_00001_NONE,NONE,auth-service,158,1700306954,INFO,,OK cpu=33% p99=127ms err=1.32%
ep_00001_NONE,NONE,auth-service,160,1700306956,INFO,,OK cpu=39% p99=103ms err=0.66%
ep_00001_NONE,NONE,auth-service,162,1700306958,INFO,,OK cpu=28% p99=105ms err=0.35%
ep_00001_NONE,NONE,auth-service,164,1700306960,INFO,,OK cpu=33% p99=128ms err=2.09%
ep_00001_NONE,NONE,auth-service,166,1700306962,INFO,,OK cpu=29% p99=82ms err=1.97%
ep_00001_NONE,NONE,auth-service,168,1700306964,INFO,,OK cpu=34% p99=104ms err=0.60%
ep_00001_NONE,NONE,auth-service,170,1700306966,INFO,,OK cpu=29% p99=100ms err=0.04%
ep_00001_NONE,NONE,auth-service,172,1700306968,INFO,,OK cpu=36% p99=118ms err=0.41%
ep_00001_NONE,NONE,auth-service,174,1700306970,INFO,,OK cpu=35% p99=108ms err=0.18%
ep_00001_NONE,NONE,auth-service,176,1700306972,INFO,,OK cpu=26% p99=123ms err=0.15%
ep_00001_NONE,NONE,auth-service,178,1700306974,INFO,,OK cpu=32% p99=127ms err=1.08%
ep_00001_NONE,NONE,auth-service,180,1700306976,INFO,,OK cpu=32% p99=81ms err=0.53%
ep_00001_NONE,NONE,auth-service,182,1700306978,INFO,,OK cpu=28% p99=131ms err=0.29%
ep_00001_NONE,NONE,auth-service,184,1700306980,INFO,,OK cpu=44% p99=115ms err=0.23%
ep_00001_NONE,NONE,auth-service,186,1700306982,INFO,,OK cpu=29% p99=109ms err=1.40%
ep_00001_NONE,NONE,auth-service,188,1700306984,INFO,,OK cpu=32% p99=109ms err=1.99%
ep_00001_NONE,NONE,auth-service,190,1700306986,INFO,,OK cpu=34% p99=102ms err=0.96%
ep_00001_NONE,NONE,auth-service,192,1700306988,INFO,,OK cpu=36% p99=103ms err=0.72%
ep_00001_NONE,NONE,auth-service,194,1700306990,INFO,,OK cpu=30% p99=135ms err=2.31%
ep_00001_NONE,NONE,auth-service,196,1700306992,INFO,,OK cpu=46% p99=123ms err=0.75%
ep_00001_NONE,NONE,auth-service,198,1700306994,INFO,,OK cpu=28% p99=113ms err=0.53%
ep_00001_NONE,NONE,auth-service,200,1700306996,INFO,,OK cpu=31% p99=120ms err=0.11%
ep_00001_NONE,NONE,auth-service,202,1700306998,INFO,,OK cpu=27% p99=106ms err=1.17%
ep_00001_NONE,NONE,auth-service,204,1700307000,INFO,,OK cpu=32% p99=124ms err=1.96%
ep_00001_NONE,NONE,auth-service,206,1700307002,INFO,,OK cpu=38% p99=118ms err=1.06%
ep_00001_NONE,NONE,auth-service,208,1700307004,INFO,,OK cpu=32% p99=141ms err=1.36%
ep_00001_NONE,NONE,auth-service,210,1700307006,INFO,,OK cpu=29% p99=131ms err=0.80%
ep_00001_NONE,NONE,auth-service,212,1700307008,INFO,,OK cpu=43% p99=135ms err=0.77%
ep_00001_NONE,NONE,auth-service,214,1700307010,INFO,,OK cpu=37% p99=117ms err=0.97%
ep_00001_NONE,NONE,auth-service,216,1700307012,INFO,,OK cpu=41% p99=105ms err=1.22%
ep_00001_NONE,NONE,auth-service,218,1700307014,INFO,,OK cpu=30% p99=110ms err=0.55%
ep_00001_NONE,NONE,auth-service,220,1700307016,INFO,,OK cpu=34% p99=133ms err=1.38%
ep_00001_NONE,NONE,auth-service,222,1700307018,INFO,,OK cpu=37% p99=130ms err=0.12%
ep_00001_NONE,NONE,auth-service,224,1700307020,INFO,,OK cpu=36% p99=109ms err=2.18%
ep_00001_NONE,NONE,auth-service,226,1700307022,INFO,,OK cpu=37% p99=117ms err=1.24%
ep_00001_NONE,NONE,auth-service,228,1700307024,INFO,,OK cpu=35% p99=146ms err=0.93%
ep_00001_NONE,NONE,auth-service,230,1700307026,INFO,,OK cpu=36% p99=129ms err=0.28%
ep_00001_NONE,NONE,auth-service,232,1700307028,INFO,,OK cpu=40% p99=121ms err=0.48%
ep_00001_NONE,NONE,auth-service,234,1700307030,INFO,,OK cpu=32% p99=125ms err=0.37%
ep_00001_NONE,NONE,auth-service,236,1700307032,INFO,,OK cpu=30% p99=92ms err=0.11%
ep_00001_NONE,NONE,auth-service,238,1700307034,INFO,,OK cpu=29% p99=106ms err=0.57%
ep_00002_NONE,NONE,order-service,0,1700111136,INFO,,OK cpu=32% p99=118ms err=0.58%
ep_00002_NONE,NONE,order-service,2,1700111138,INFO,,OK cpu=36% p99=154ms err=0.25%
ep_00002_NONE,NONE,order-service,4,1700111140,INFO,,OK cpu=41% p99=121ms err=3.36%
ep_00002_NONE,NONE,order-service,6,1700111142,INFO,,OK cpu=24% p99=110ms err=0.52%
ep_00002_NONE,NONE,order-service,8,1700111144,INFO,,OK cpu=33% p99=100ms err=0.17%
ep_00002_NONE,NONE,order-service,10,1700111146,INFO,,OK cpu=34% p99=130ms err=1.37%
ep_00002_NONE,NONE,order-service,12,1700111148,INFO,,OK cpu=33% p99=114ms err=2.66%
ep_00002_NONE,NONE,order-service,14,1700111150,INFO,,OK cpu=39% p99=139ms err=0.44%
ep_00002_NONE,NONE,order-service,16,1700111152,INFO,,OK cpu=34% p99=105ms err=2.63%
ep_00002_NONE,NONE,order-service,18,1700111154,INFO,,OK cpu=33% p99=125ms err=0.86%
ep_00002_NONE,NONE,order-service,20,1700111156,INFO,,OK cpu=29% p99=161ms err=0.55%
ep_00002_NONE,NONE,order-service,22,1700111158,INFO,,OK cpu=28% p99=128ms err=0.29%
ep_00002_NONE,NONE,order-service,24,1700111160,INFO,,OK cpu=22% p99=114ms err=0.57%
ep_00002_NONE,NONE,order-service,26,1700111162,INFO,,OK cpu=38% p99=134ms err=0.23%
ep_00002_NONE,NONE,order-service,28,1700111164,INFO,,OK cpu=40% p99=121ms err=0.97%
ep_00002_NONE,NONE,order-service,30,1700111166,INFO,,OK cpu=40% p99=144ms err=0.40%
ep_00002_NONE,NONE,order-service,32,1700111168,INFO,,OK cpu=39% p99=99ms err=0.96%
ep_00002_NONE,NONE,order-service,34,1700111170,INFO,,OK cpu=32% p99=101ms err=1.54%
ep_00002_NONE,NONE,order-service,36,1700111172,INFO,,OK cpu=35% p99=110ms err=0.17%
ep_00002_NONE,NONE,order-service,38,1700111174,INFO,,OK cpu=26% p99=145ms err=1.07%
ep_00002_NONE,NONE,order-service,40,1700111176,INFO,,OK cpu=33% p99=115ms err=5.11%
ep_00002_NONE,NONE,order-service,42,1700111178,INFO,,OK cpu=36% p99=120ms err=1.47%
ep_00002_NONE,NONE,order-service,44,1700111180,INFO,,OK cpu=31% p99=130ms err=0.36%
ep_00002_NONE,NONE,order-service,46,1700111182,INFO,,OK cpu=44% p99=95ms err=0.30%
ep_00002_NONE,NONE,order-service,48,1700111184,INFO,,OK cpu=25% p99=120ms err=0.67%
ep_00002_NONE,NONE,order-service,50,1700111186,INFO,,OK cpu=37% p99=111ms err=1.84%
ep_00002_NONE,NONE,order-service,52,1700111188,INFO,,OK cpu=40% p99=114ms err=0.31%
ep_00002_NONE,NONE,order-service,54,1700111190,INFO,,OK cpu=34% p99=144ms err=2.74%
